openelections_file_name,date,state,type
20120821__ga__primary__runoff__stephens__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__stewart__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__sumter__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__talbot__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__tattnall__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__taylor__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__telfair__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__terrell__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__tift__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__toombs__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__towns__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__treutlen__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__troup__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__turner__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__twiggs__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__union__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__upson__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__walker__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__walton__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__ware__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__washington__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__wayne__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__webster__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__wheeler__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__white__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__whitfield__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__wilkinson__precinct.csv,20120821,ga,primary
20121106__ga__general.csv,20121106,ga,general.csv
20121106__ga__general__appling__precinct.csv,20121106,ga,general
20121106__ga__general__atkinson__precinct.csv,20121106,ga,general
20121106__ga__general__bacon__precinct.csv,20121106,ga,general
20121106__ga__general__baker__precinct.csv,20121106,ga,general
20121106__ga__general__baldwin__precinct.csv,20121106,ga,general
20121106__ga__general__banks__precinct.csv,20121106,ga,general
20121106__ga__general__barrow__precinct.csv,20121106,ga,general
20121106__ga__general__bartow__precinct.csv,20121106,ga,general
20121106__ga__general__ben_hill__precinct.csv,20121106,ga,general
20121106__ga__general__berrien__precinct.csv,20121106,ga,general
20121106__ga__general__bibb__precinct.csv,20121106,ga,general
20121106__ga__general__bleckley__precinct.csv,20121106,ga,general
20121106__ga__general__brantley__precinct.csv,20121106,ga,general
20121106__ga__general__brooks__precinct.csv,20121106,ga,general
20121106__ga__general__bryan__precinct.csv,20121106,ga,general
20121106__ga__general__bulloch__precinct.csv,20121106,ga,general
20121106__ga__general__burke__precinct.csv,20121106,ga,general
20121106__ga__general__butts__precinct.csv,20121106,ga,general
20121106__ga__general__calhoun__precinct.csv,20121106,ga,general
20121106__ga__general__camden__precinct.csv,20121106,ga,general
20121106__ga__general__candler__precinct.csv,20121106,ga,general
20121106__ga__general__carroll__precinct.csv,20121106,ga,general
20121106__ga__general__catoosa__precinct.csv,20121106,ga,general
20121106__ga__general__charlton__precinct.csv,20121106,ga,general
20121106__ga__general__chatham__precinct.csv,20121106,ga,general
20121106__ga__general__chattahoochee__precinct.csv,20121106,ga,general
20121106__ga__general__chattooga__precinct.csv,20121106,ga,general
20121106__ga__general__cherokee__precinct.csv,20121106,ga,general
20121106__ga__general__clarke__precinct.csv,20121106,ga,general
20121106__ga__general__clay__precinct.csv,20121106,ga,general
20121106__ga__general__clayton__precinct.csv,20121106,ga,general
20121106__ga__general__clinch__precinct.csv,20121106,ga,general
20121106__ga__general__cobb__precinct.csv,20121106,ga,general
20121106__ga__general__coffee__precinct.csv,20121106,ga,general
20121106__ga__general__colquitt__precinct.csv,20121106,ga,general
20121106__ga__general__columbia__precinct.csv,20121106,ga,general
20121106__ga__general__cook__precinct.csv,20121106,ga,general
20121106__ga__general__coweta__precinct.csv,20121106,ga,general
20121106__ga__general__crawford__precinct.csv,20121106,ga,general
20121106__ga__general__crisp__precinct.csv,20121106,ga,general
20121106__ga__general__dade__precinct.csv,20121106,ga,general
20121106__ga__general__dawson__precinct.csv,20121106,ga,general
20121106__ga__general__decatur__precinct.csv,20121106,ga,general
20121106__ga__general__dekalb__precinct.csv,20121106,ga,general
20121106__ga__general__dodge__precinct.csv,20121106,ga,general
20121106__ga__general__dooly__precinct.csv,20121106,ga,general
20121106__ga__general__dougherty__precinct.csv,20121106,ga,general
20121106__ga__general__douglas__precinct.csv,20121106,ga,general
20121106__ga__general__early__precinct.csv,20121106,ga,general
20121106__ga__general__echols__precinct.csv,20121106,ga,general
20121106__ga__general__effingham__precinct.csv,20121106,ga,general
20121106__ga__general__elbert__precinct.csv,20121106,ga,general
20121106__ga__general__emanuel__precinct.csv,20121106,ga,general
20121106__ga__general__evans__precinct.csv,20121106,ga,general
20121106__ga__general__fannin__precinct.csv,20121106,ga,general
20121106__ga__general__fayette__precinct.csv,20121106,ga,general
20121106__ga__general__floyd__precinct.csv,20121106,ga,general
20121106__ga__general__forsyth__precinct.csv,20121106,ga,general
20121106__ga__general__franklin__precinct.csv,20121106,ga,general
20121106__ga__general__fulton__precinct.csv,20121106,ga,general
20121106__ga__general__gilmer__precinct.csv,20121106,ga,general
20121106__ga__general__glascock__precinct.csv,20121106,ga,general
20121106__ga__general__glynn__precinct.csv,20121106,ga,general
20121106__ga__general__gordon__precinct.csv,20121106,ga,general
20121106__ga__general__grady__precinct.csv,20121106,ga,general
20121106__ga__general__greene__precinct.csv,20121106,ga,general
20121106__ga__general__gwinnett__precinct.csv,20121106,ga,general
20121106__ga__general__habersham__precinct.csv,20121106,ga,general
20121106__ga__general__hall__precinct.csv,20121106,ga,general
20121106__ga__general__hancock__precinct.csv,20121106,ga,general
20121106__ga__general__haralson__precinct.csv,20121106,ga,general
20121106__ga__general__harris__precinct.csv,20121106,ga,general
20121106__ga__general__hart__precinct.csv,20121106,ga,general
20121106__ga__general__heard__precinct.csv,20121106,ga,general
20121106__ga__general__henry__precinct.csv,20121106,ga,general
20121106__ga__general__houston__precinct.csv,20121106,ga,general
20121106__ga__general__irwin__precinct.csv,20121106,ga,general
20121106__ga__general__jackson__precinct.csv,20121106,ga,general
20121106__ga__general__jasper__precinct.csv,20121106,ga,general
20121106__ga__general__jeff_davis__precinct.csv,20121106,ga,general
20121106__ga__general__jefferson__precinct.csv,20121106,ga,general
20121106__ga__general__jenkins__precinct.csv,20121106,ga,general
20121106__ga__general__johnson__precinct.csv,20121106,ga,general
20121106__ga__general__jones__precinct.csv,20121106,ga,general
20121106__ga__general__lamar__precinct.csv,20121106,ga,general
20121106__ga__general__lanier__precinct.csv,20121106,ga,general
20121106__ga__general__laurens__precinct.csv,20121106,ga,general
20121106__ga__general__lee__precinct.csv,20121106,ga,general
20121106__ga__general__liberty__precinct.csv,20121106,ga,general
20121106__ga__general__lincoln__precinct.csv,20121106,ga,general
20121106__ga__general__long__precinct.csv,20121106,ga,general
20121106__ga__general__lowndes__precinct.csv,20121106,ga,general
20121106__ga__general__lumpkin__precinct.csv,20121106,ga,general
20121106__ga__general__macon__precinct.csv,20121106,ga,general
20121106__ga__general__madison__precinct.csv,20121106,ga,general
20121106__ga__general__marion__precinct.csv,20121106,ga,general
20121106__ga__general__mcduffie__precinct.csv,20121106,ga,general
20121106__ga__general__mcintosh__precinct.csv,20121106,ga,general
20121106__ga__general__meriwether__precinct.csv,20121106,ga,general
20121106__ga__general__miller__precinct.csv,20121106,ga,general
20121106__ga__general__mitchell__precinct.csv,20121106,ga,general
20121106__ga__general__monroe__precinct.csv,20121106,ga,general
20121106__ga__general__montgomery__precinct.csv,20121106,ga,general
20121106__ga__general__morgan__precinct.csv,20121106,ga,general
20121106__ga__general__murray__precinct.csv,20121106,ga,general
20121106__ga__general__muscogee__precinct.csv,20121106,ga,general
20121106__ga__general__newton__precinct.csv,20121106,ga,general
20121106__ga__general__oconee__precinct.csv,20121106,ga,general
20121106__ga__general__oglethorpe__precinct.csv,20121106,ga,general
20121106__ga__general__paulding__precinct.csv,20121106,ga,general
20121106__ga__general__peach__precinct.csv,20121106,ga,general
20121106__ga__general__pickens__precinct.csv,20121106,ga,general
20121106__ga__general__pierce__precinct.csv,20121106,ga,general
20121106__ga__general__pike__precinct.csv,20121106,ga,general
20121106__ga__general__polk__precinct.csv,20121106,ga,general
20121106__ga__general__pulaski__precinct.csv,20121106,ga,general
20121106__ga__general__putnam__precinct.csv,20121106,ga,general
20121106__ga__general__quitman__precinct.csv,20121106,ga,general
20121106__ga__general__rabun__precinct.csv,20121106,ga,general
20121106__ga__general__randolph__precinct.csv,20121106,ga,general
20121106__ga__general__richmond__precinct.csv,20121106,ga,general
20121106__ga__general__rockdale__precinct.csv,20121106,ga,general
20121106__ga__general__schley__precinct.csv,20121106,ga,general
20121106__ga__general__screven__precinct.csv,20121106,ga,general
20121106__ga__general__seminole__precinct.csv,20121106,ga,general
20121106__ga__general__spalding__precinct.csv,20121106,ga,general
20121106__ga__general__stephens__precinct.csv,20121106,ga,general
20121106__ga__general__stewart__precinct.csv,20121106,ga,general
20121106__ga__general__sumter__precinct.csv,20121106,ga,general
20121106__ga__general__talbot__precinct.csv,20121106,ga,general
20121106__ga__general__taliaferro__precinct.csv,20121106,ga,general
20121106__ga__general__tattnall__precinct.csv,20121106,ga,general
20121106__ga__general__taylor__precinct.csv,20121106,ga,general
20121106__ga__general__telfair__precinct.csv,20121106,ga,general
20121106__ga__general__terrell__precinct.csv,20121106,ga,general
20121106__ga__general__thomas__precinct.csv,20121106,ga,general
20121106__ga__general__tift__precinct.csv,20121106,ga,general
20121106__ga__general__toombs__precinct.csv,20121106,ga,general
20121106__ga__general__towns__precinct.csv,20121106,ga,general
20121106__ga__general__treutlen__precinct.csv,20121106,ga,general
20121106__ga__general__troup__precinct.csv,20121106,ga,general
20121106__ga__general__turner__precinct.csv,20121106,ga,general
20121106__ga__general__twiggs__precinct.csv,20121106,ga,general
20121106__ga__general__union__precinct.csv,20121106,ga,general
20121106__ga__general__upson__precinct.csv,20121106,ga,general
20121106__ga__general__walker__precinct.csv,20121106,ga,general
20121106__ga__general__walton__precinct.csv,20121106,ga,general
20121106__ga__general__ware__precinct.csv,20121106,ga,general
20121106__ga__general__warren__precinct.csv,20121106,ga,general
20121106__ga__general__washington__precinct.csv,20121106,ga,general
20121106__ga__general__wayne__precinct.csv,20121106,ga,general
20121106__ga__general__webster__precinct.csv,20121106,ga,general
20121106__ga__general__wheeler__precinct.csv,20121106,ga,general
20121106__ga__general__white__precinct.csv,20121106,ga,general
20121106__ga__general__whitfield__precinct.csv,20121106,ga,general
20121106__ga__general__wilcox__precinct.csv,20121106,ga,general
20121106__ga__general__wilkes__precinct.csv,20121106,ga,general
20121106__ga__general__wilkinson__precinct.csv,20121106,ga,general
20121106__ga__general__worth__precinct.csv,20121106,ga,general
20121204__ga__general__runoff__carroll__precinct.csv,20121204,ga,general
20121204__ga__general__runoff__clayton__precinct.csv,20121204,ga,general
20121204__ga__general__runoff__dekalb__precinct.csv,20121204,ga,general
20121204__ga__general__runoff__douglas__precinct.csv,20121204,ga,general
20121204__ga__general__runoff__jeff_davis__precinct.csv,20121204,ga,general
20121204__ga__general__runoff__paulding__precinct.csv,20121204,ga,general
20121204__ga__general__runoff__putnam__precinct.csv,20121204,ga,general
20121204__ga__general__runoff__richmond__precinct.csv,20121204,ga,general
20121204__ga__special__primary.csv,20121204,ga,special
20130108__ga__special__general.csv,20130108,ga,special
20130108__ga__special__general__carroll__precinct.csv,20130108,ga,special
20130108__ga__special__general__cherokee__precinct.csv,20130108,ga,special
20130108__ga__special__general__colquitt__precinct.csv,20130108,ga,special
20130108__ga__special__general__decatur__precinct.csv,20130108,ga,special
20130108__ga__special__general__douglas__precinct.csv,20130108,ga,special
20130108__ga__special__general__early__precinct.csv,20130108,ga,special
20130108__ga__special__general__fulton__precinct.csv,20130108,ga,special
20130108__ga__special__general__grady__precinct.csv,20130108,ga,special
20130108__ga__special__general__miller__precinct.csv,20130108,ga,special
20130108__ga__special__general__mitchell__precinct.csv,20130108,ga,special
20130108__ga__special__general__paulding__precinct.csv,20130108,ga,special
20130108__ga__special__general__seminole__precinct.csv,20130108,ga,special
20130108__ga__special__general__thomas__precinct.csv,20130108,ga,special
20130205__ga__special__general.csv,20130205,ga,special
20130205__ga__special__general__cherokee__precinct.csv,20130205,ga,special
20130205__ga__special__general__colquitt__precinct.csv,20130205,ga,special
20130205__ga__special__general__coweta__precinct.csv,20130205,ga,special
20130205__ga__special__general__decatur__precinct.csv,20130205,ga,special
20130205__ga__special__general__early__precinct.csv,20130205,ga,special
20130205__ga__special__general__fayette__precinct.csv,20130205,ga,special
20130205__ga__special__general__grady__precinct.csv,20130205,ga,special
20130205__ga__special__general__miller__precinct.csv,20130205,ga,special
20130205__ga__special__general__mitchell__precinct.csv,20130205,ga,special
