openelections_file_name,date,state,type
20110913__nv__special__general__nye.csv,20110913,nv,special
20110913__nv__special__general__nye__precinct.csv,20110913,nv,special
20110913__nv__special__general__pershing.csv,20110913,nv,special
20110913__nv__special__general__pershing__precinct.csv,20110913,nv,special
20110913__nv__special__general__storey.csv,20110913,nv,special
20110913__nv__special__general__storey__precinct.csv,20110913,nv,special
20110913__nv__special__general__washoe.csv,20110913,nv,special
20110913__nv__special__general__washoe__precinct.csv,20110913,nv,special
20110913__nv__special__general__white_pine.csv,20110913,nv,special
20110913__nv__special__general__white_pine__precinct.csv,20110913,nv,special
20120712__nv__primary__carson_city.csv,20120712,nv,primary
20120712__nv__primary__carson_city__precinct.csv,20120712,nv,primary
20120712__nv__primary__churchill.csv,20120712,nv,primary
20120712__nv__primary__churchill__precinct.csv,20120712,nv,primary
20120712__nv__primary__clark.csv,20120712,nv,primary
20120712__nv__primary__clark__precinct.csv,20120712,nv,primary
20120712__nv__primary__douglas.csv,20120712,nv,primary
20120712__nv__primary__douglas__precinct.csv,20120712,nv,primary
20120712__nv__primary__elko.csv,20120712,nv,primary
20120712__nv__primary__elko__precinct.csv,20120712,nv,primary
20120712__nv__primary__esmeralda.csv,20120712,nv,primary
20120712__nv__primary__esmeralda__precinct.csv,20120712,nv,primary
20120712__nv__primary__eureka.csv,20120712,nv,primary
20120712__nv__primary__eureka__precinct.csv,20120712,nv,primary
20120712__nv__primary__humboldt.csv,20120712,nv,primary
20120712__nv__primary__humboldt__precinct.csv,20120712,nv,primary
20120712__nv__primary__lander.csv,20120712,nv,primary
20120712__nv__primary__lander__precinct.csv,20120712,nv,primary
20120712__nv__primary__lincoln.csv,20120712,nv,primary
20120712__nv__primary__lincoln__precinct.csv,20120712,nv,primary
20120712__nv__primary__lyon.csv,20120712,nv,primary
20120712__nv__primary__lyon__precinct.csv,20120712,nv,primary
20120712__nv__primary__mineral.csv,20120712,nv,primary
20120712__nv__primary__mineral__precinct.csv,20120712,nv,primary
20120712__nv__primary__nye.csv,20120712,nv,primary
20120712__nv__primary__nye__precinct.csv,20120712,nv,primary
20120712__nv__primary__pershing.csv,20120712,nv,primary
20120712__nv__primary__pershing__precinct.csv,20120712,nv,primary
20120712__nv__primary__storey.csv,20120712,nv,primary
20120712__nv__primary__storey__precinct.csv,20120712,nv,primary
20120712__nv__primary__washoe.csv,20120712,nv,primary
20120712__nv__primary__washoe__precinct.csv,20120712,nv,primary
20120712__nv__primary__white_pine.csv,20120712,nv,primary
20120712__nv__primary__white_pine__precinct.csv,20120712,nv,primary
20121106__nv__general__carson_city__precinct.csv,20121106,nv,general
20121106__nv__general__churchill__precinct.csv,20121106,nv,general
20121106__nv__general__clark__precinct.csv,20121106,nv,general
20121106__nv__general__douglas__precinct.csv,20121106,nv,general
20121106__nv__general__elko__precinct.csv,20121106,nv,general
20121106__nv__general__esmeralda__precinct.csv,20121106,nv,general
20121106__nv__general__eureka__precinct.csv,20121106,nv,general
20121106__nv__general__humboldt__precinct.csv,20121106,nv,general
20121106__nv__general__lander__precinct.csv,20121106,nv,general
20121106__nv__general__lincoln__precinct.csv,20121106,nv,general
20121106__nv__general__lyon__precinct.csv,20121106,nv,general
20121106__nv__general__mineral__precinct.csv,20121106,nv,general
20121106__nv__general__nye__precinct.csv,20121106,nv,general
20121106__nv__general__pershing__precinct.csv,20121106,nv,general
20121106__nv__general__storey__precinct.csv,20121106,nv,general
20121106__nv__general__washoe__precinct.csv,20121106,nv,general
20121106__nv__general__white_pine__precinct.csv,20121106,nv,general
20140610__nv__primary__carson_city__precinct.csv,20140610,nv,primary
20140610__nv__primary__churchill__precinct.csv,20140610,nv,primary
20140610__nv__primary__clark__precinct.csv,20140610,nv,primary
20140610__nv__primary__douglas__precinct.csv,20140610,nv,primary
20140610__nv__primary__elko__precinct.csv,20140610,nv,primary
20140610__nv__primary__esmeralda__precinct.csv,20140610,nv,primary
20140610__nv__primary__eureka__precinct.csv,20140610,nv,primary
20140610__nv__primary__humboldt__precinct.csv,20140610,nv,primary
20140610__nv__primary__lander__precinct.csv,20140610,nv,primary
20140610__nv__primary__lincoln__precinct.csv,20140610,nv,primary
20140610__nv__primary__lyon__precinct.csv,20140610,nv,primary
20140610__nv__primary__mineral__precinct.csv,20140610,nv,primary
20140610__nv__primary__nye__precinct.csv,20140610,nv,primary
20140610__nv__primary__pershing__precinct.csv,20140610,nv,primary
20140610__nv__primary__storey__precinct.csv,20140610,nv,primary
20140610__nv__primary__washoe__precinct.csv,20140610,nv,primary
20140610__nv__primary__white_pine__precinct.csv,20140610,nv,primary
20141104__nv__general__carson_city__precinct.csv,20141104,nv,general
20141104__nv__general__churchill__precinct.csv,20141104,nv,general
20141104__nv__general__clark__precinct.csv,20141104,nv,general
20141104__nv__general__douglas__precinct.csv,20141104,nv,general
20141104__nv__general__elko__precinct.csv,20141104,nv,general
20141104__nv__general__esmeralda__precinct.csv,20141104,nv,general
20141104__nv__general__eureka__precinct.csv,20141104,nv,general
20141104__nv__general__humboldt__precinct.csv,20141104,nv,general
20141104__nv__general__lander__precinct.csv,20141104,nv,general
20141104__nv__general__lincoln__precinct.csv,20141104,nv,general
20141104__nv__general__lyon__precinct.csv,20141104,nv,general
20141104__nv__general__mineral__precinct.csv,20141104,nv,general
20141104__nv__general__nye__precinct.csv,20141104,nv,general
20141104__nv__general__pershing__precinct.csv,20141104,nv,general
20141104__nv__general__storey__precinct.csv,20141104,nv,general
20141104__nv__general__washoe__precinct.csv,20141104,nv,general
20141104__nv__general__white_pine__precinct.csv,20141104,nv,general
20160220__nv__democratic__caucus__precinct.csv,20160220,nv,democratic
20000905__nv__primary__county__raw.csv,20000905,nv,primary
20001107__nv__general__county__raw.csv,20001107,nv,general
20020903__nv__primary__county__raw.csv,20020903,nv,primary
20021105__nv__general__county__raw.csv,20021105,nv,general
20040907__nv__primary__county__raw.csv,20040907,nv,primary
20041102__nv__general__county__raw.csv,20041102,nv,general
20041102__nv__general__precinct__raw.csv,20041102,nv,general
20060815__nv__primary__county__raw.csv,20060815,nv,primary
20060815__nv__primary__precinct__raw.csv,20060815,nv,primary
20061107__nv__general__county__raw.csv,20061107,nv,general
20061107__nv__general__precinct__raw.csv,20061107,nv,general
20080812__nv__primary__county__raw.csv,20080812,nv,primary
20080812__nv__primary__precinct__raw.csv,20080812,nv,primary
20081104__nv__general__county__raw.csv,20081104,nv,general
20081104__nv__general__precinct__raw.csv,20081104,nv,general
20100608__nv__primary__county__raw.csv,20100608,nv,primary
20100608__nv__primary__precinct__raw.csv,20100608,nv,primary
20101102__nv__general__county__raw.csv,20101102,nv,general
20101102__nv__general__precinct__raw.csv,20101102,nv,general
20110913__nv__general__county__raw.csv,20110913,nv,general
20110913__nv__general__precinct__raw.csv,20110913,nv,general
20120712__nv__primary__county__raw.csv,20120712,nv,primary
20120712__nv__primary__precinct__raw.csv,20120712,nv,primary
20121106__nv__general__county__raw.csv,20121106,nv,general
20121106__nv__general__precinct__raw.csv,20121106,nv,general
20140610__nv__primary__county__raw.csv,20140610,nv,primary
20140610__nv__primary__precinct__raw.csv,20140610,nv,primary
20141104__nv__general__county__raw.csv,20141104,nv,general
20141104__nv__general__precinct__raw.csv,20141104,nv,general
20141104__ri__general__precinct.csv,20141104,ri,general
20161108__ri__general__precinct.csv,20161108,ri,general
20161108__ma__general.csv,20161108,ma,general.csv
20000111__ga__special__general__runoff__state_senate__2.csv,20000111,ga,special
20000215__ga__special__general__state_senate__30.csv,20000215,ga,special
20000307__ga__primary__president.csv,20000307,ga,primary
20000307__ga__special__general__runoff__state_senate__30.csv,20000307,ga,special
20000718__ga__primary.csv,20000718,ga,primary.csv
20000808__ga__special__primary__runoff.csv,20000808,ga,special
20001107__ga__general.csv,20001107,ga,general.csv
20001128__ga__special__general__runoff__state_house__29.csv,20001128,ga,special
20010327__ga__special_general__state_house__5.csv,20010327,ga,special_general
20011106__ga__special__general__state_house.csv,20011106,ga,special
20011127__ga__special__general__runoff__state_house__47.csv,20011127,ga,special
20020108__ga__special__general__state_senate__18.csv,20020108,ga,special
20020122__ga__special__general__state_house__16.csv,20020122,ga,special
20020129__ga__special__general__runoff__state_senate__18.csv,20020129,ga,special
20020212__ga__special__general__runoff__state_house__16.csv,20020212,ga,special
20020212__ga__special__general__state_senate__48.csv,20020212,ga,special
20020226__ga__special__general__state_house__85.csv,20020226,ga,special
20020820__ga__primary.csv,20020820,ga,primary.csv
20020910__ga__primary__runoff.csv,20020910,ga,primary
20021022__ga__special__election__state_house__92.csv,20021022,ga,special
20021105__ga__general.csv,20021105,ga,general.csv
20021105__ga__general__write-in.csv,20021105,ga,general
20030107__ga__special__general.csv,20030107,ga,special
20031125__ga__special__general__runoff.csv,20031125,ga,special
20040302__ga__primary__president.csv,20040302,ga,primary
20040720__ga__primary.csv,20040720,ga,primary.csv
20040810__ga__primary__runoff.csv,20040810,ga,primary
20070619__ga__special__general__house__10.csv,20070619,ga,special
20070619__ga__special__general__house__10__county.csv,20070619,ga,special
20070619__ga__special__general__state_senate__24.csv,20070619,ga,special
20070619__ga__special__general__state_senate__24__county.csv,20070619,ga,special
20070717__ga__special__general_runoff__house__10__county.csv,20070717,ga,special
20071106__ga__special__general__state_house__127.csv,20071106,ga,special
20071204__ga__special__general_runoff__state_house__127.csv,20071204,ga,special
20071218__ga__special__general__state_house__72.csv,20071218,ga,special
20080205__ga__primary__president__county.csv,20080205,ga,primary
20080513__ga__special__general.csv,20080513,ga,special
20080513__ga__special__general__county.csv,20080513,ga,special
20080610__ga__special__general__runoff.csv,20080610,ga,special
20080610__ga__special__general__runoff__county.csv,20080610,ga,special
20080715__ga__general__primary__county.csv,20080715,ga,general
20080715__ga__primary.csv,20080715,ga,primary.csv
20080805__ga__primary__runoff.csv,20080805,ga,primary
20080805__ga__primary__runoff__county.csv,20080805,ga,primary
20080805__ga__special__primary.csv,20080805,ga,special
20080805__ga__special__primary__county.csv,20080805,ga,special
20080826__ga__primary__runoff.csv,20080826,ga,primary
20080826__ga__primary__runoff__county.csv,20080826,ga,primary
20081104__ga__general.csv,20081104,ga,general.csv
20081104__ga__general__county.csv,20081104,ga,general
20081202__ga__general__runoff.csv,20081202,ga,general
20081202__ga__general__runoff__county.csv,20081202,ga,general
20091103__ga__special__general.csv,20091103,ga,special
20091201__ga__special__general__runoff.csv,20091201,ga,special
20100105__ga__special__general.csv,20100105,ga,special
20100202__ga__special__general_runoff.csv,20100202,ga,special
20100223__ga__special__general.csv,20100223,ga,special
20100511__ga__special__general.csv,20100511,ga,special
20100608__ga__special__general_runoff.csv,20100608,ga,special
20101102__ga__general.csv,20101102,ga,general.csv
20111108__ga__special__general.csv,20111108,ga,special
20111206__ga__special__general__runoff.csv,20111206,ga,special
20120103__ga__special__general__state_house__68.csv,20120103,ga,special
20120207__ga__special__general__state_house.csv,20120207,ga,special
20120306__ga__primary__president.csv,20120306,ga,primary
20120306__ga__primary__president__congressional_district.csv,20120306,ga,primary
20120306__ga__special__general__state_house__107.csv,20120306,ga,special
20120306__ga__special__runoff__state_house__107.csv,20120306,ga,special
20120731__ga__primary.csv,20120731,ga,primary.csv
20120731__ga__primary__appling__precinct.csv,20120731,ga,primary
20120731__ga__primary__atkinson__precinct.csv,20120731,ga,primary
20120731__ga__primary__bacon__precinct.csv,20120731,ga,primary
20120731__ga__primary__baker__precinct.csv,20120731,ga,primary
20120731__ga__primary__baldwin__precinct.csv,20120731,ga,primary
20120731__ga__primary__banks__precinct.csv,20120731,ga,primary
20120731__ga__primary__barrow__precinct.csv,20120731,ga,primary
20120731__ga__primary__bartow__precinct.csv,20120731,ga,primary
20120731__ga__primary__ben_hill__precinct.csv,20120731,ga,primary
20120731__ga__primary__berrien__precinct.csv,20120731,ga,primary
20120731__ga__primary__bibb__precinct.csv,20120731,ga,primary
20120731__ga__primary__bleckley__precinct.csv,20120731,ga,primary
20120731__ga__primary__brantley__precinct.csv,20120731,ga,primary
20120731__ga__primary__brooks__precinct.csv,20120731,ga,primary
20120731__ga__primary__bryan__precinct.csv,20120731,ga,primary
20120731__ga__primary__bulloch__precinct.csv,20120731,ga,primary
20120731__ga__primary__burke__precinct.csv,20120731,ga,primary
20120731__ga__primary__butts__precinct.csv,20120731,ga,primary
20120731__ga__primary__calhoun__precinct.csv,20120731,ga,primary
20120731__ga__primary__camden__precinct.csv,20120731,ga,primary
20120731__ga__primary__candler__precinct.csv,20120731,ga,primary
20120731__ga__primary__carroll__precinct.csv,20120731,ga,primary
20120731__ga__primary__catoosa__precinct.csv,20120731,ga,primary
20120731__ga__primary__charlton__precinct.csv,20120731,ga,primary
20120731__ga__primary__chatham__precinct.csv,20120731,ga,primary
20120731__ga__primary__chattahoochee__precinct.csv,20120731,ga,primary
20120731__ga__primary__chattooga__precinct.csv,20120731,ga,primary
20120731__ga__primary__cherokee__precinct.csv,20120731,ga,primary
20120731__ga__primary__clarke__precinct.csv,20120731,ga,primary
20120731__ga__primary__clay__precinct.csv,20120731,ga,primary
20120731__ga__primary__clayton__precinct.csv,20120731,ga,primary
20120731__ga__primary__clinch__precinct.csv,20120731,ga,primary
20120731__ga__primary__cobb__precinct.csv,20120731,ga,primary
20120731__ga__primary__coffee__precinct.csv,20120731,ga,primary
20120731__ga__primary__colquitt__precinct.csv,20120731,ga,primary
20120731__ga__primary__columbia__precinct.csv,20120731,ga,primary
20120731__ga__primary__cook__precinct.csv,20120731,ga,primary
20120731__ga__primary__coweta__precinct.csv,20120731,ga,primary
20120731__ga__primary__crawford__precinct.csv,20120731,ga,primary
20120731__ga__primary__crisp__precinct.csv,20120731,ga,primary
20120731__ga__primary__dade__precinct.csv,20120731,ga,primary
20120731__ga__primary__dawson__precinct.csv,20120731,ga,primary
20120731__ga__primary__decatur__precinct.csv,20120731,ga,primary
20120731__ga__primary__dekalb__precinct.csv,20120731,ga,primary
20120731__ga__primary__dodge__precinct.csv,20120731,ga,primary
20120731__ga__primary__dooly__precinct.csv,20120731,ga,primary
20120731__ga__primary__dougherty__precinct.csv,20120731,ga,primary
20120731__ga__primary__douglas__precinct.csv,20120731,ga,primary
20120731__ga__primary__early__precinct.csv,20120731,ga,primary
20120731__ga__primary__echols__precinct.csv,20120731,ga,primary
20120731__ga__primary__effingham__precinct.csv,20120731,ga,primary
20120731__ga__primary__elbert__precinct.csv,20120731,ga,primary
20120731__ga__primary__emanuel__precinct.csv,20120731,ga,primary
20120731__ga__primary__evans__precinct.csv,20120731,ga,primary
20120731__ga__primary__fannin__precinct.csv,20120731,ga,primary
20120731__ga__primary__fayette__precinct.csv,20120731,ga,primary
20120731__ga__primary__floyd__precinct.csv,20120731,ga,primary
20120731__ga__primary__forsyth__precinct.csv,20120731,ga,primary
20120731__ga__primary__franklin__precinct.csv,20120731,ga,primary
20120731__ga__primary__fulton__precinct.csv,20120731,ga,primary
20120731__ga__primary__gilmer__precinct.csv,20120731,ga,primary
20120731__ga__primary__glascock__precinct.csv,20120731,ga,primary
20120731__ga__primary__glynn__precinct.csv,20120731,ga,primary
20120731__ga__primary__gordon__precinct.csv,20120731,ga,primary
20120731__ga__primary__grady__precinct.csv,20120731,ga,primary
20120731__ga__primary__greene__precinct.csv,20120731,ga,primary
20120731__ga__primary__gwinnett__precinct.csv,20120731,ga,primary
20120731__ga__primary__habersham__precinct.csv,20120731,ga,primary
20120731__ga__primary__hall__precinct.csv,20120731,ga,primary
20120731__ga__primary__hancock__precinct.csv,20120731,ga,primary
20120731__ga__primary__haralson__precinct.csv,20120731,ga,primary
20120731__ga__primary__harris__precinct.csv,20120731,ga,primary
20120731__ga__primary__hart__precinct.csv,20120731,ga,primary
20120731__ga__primary__heard__precinct.csv,20120731,ga,primary
20120731__ga__primary__henry__precinct.csv,20120731,ga,primary
20120731__ga__primary__houston__precinct.csv,20120731,ga,primary
20120731__ga__primary__irwin__precinct.csv,20120731,ga,primary
20120731__ga__primary__jackson__precinct.csv,20120731,ga,primary
20120731__ga__primary__jasper__precinct.csv,20120731,ga,primary
20120731__ga__primary__jeff_davis__precinct.csv,20120731,ga,primary
20120731__ga__primary__jefferson__precinct.csv,20120731,ga,primary
20120731__ga__primary__jenkins__precinct.csv,20120731,ga,primary
20120731__ga__primary__johnson__precinct.csv,20120731,ga,primary
20120731__ga__primary__jones__precinct.csv,20120731,ga,primary
20120731__ga__primary__lamar__precinct.csv,20120731,ga,primary
20120731__ga__primary__lanier__precinct.csv,20120731,ga,primary
20120731__ga__primary__laurens__precinct.csv,20120731,ga,primary
20120731__ga__primary__lee__precinct.csv,20120731,ga,primary
20120731__ga__primary__liberty__precinct.csv,20120731,ga,primary
20120731__ga__primary__lincoln__precinct.csv,20120731,ga,primary
20120731__ga__primary__long__precinct.csv,20120731,ga,primary
20120731__ga__primary__lowndes__precinct.csv,20120731,ga,primary
20120731__ga__primary__lumpkin__precinct.csv,20120731,ga,primary
20120731__ga__primary__macon__precinct.csv,20120731,ga,primary
20120731__ga__primary__madison__precinct.csv,20120731,ga,primary
20120731__ga__primary__marion__precinct.csv,20120731,ga,primary
20120731__ga__primary__mcduffie__precinct.csv,20120731,ga,primary
20120731__ga__primary__mcintosh__precinct.csv,20120731,ga,primary
20120731__ga__primary__meriwether__precinct.csv,20120731,ga,primary
20120731__ga__primary__miller__precinct.csv,20120731,ga,primary
20120731__ga__primary__mitchell__precinct.csv,20120731,ga,primary
20120731__ga__primary__monroe__precinct.csv,20120731,ga,primary
20120731__ga__primary__montgomery__precinct.csv,20120731,ga,primary
20120731__ga__primary__morgan__precinct.csv,20120731,ga,primary
20120731__ga__primary__murray__precinct.csv,20120731,ga,primary
20120731__ga__primary__muscogee__precinct.csv,20120731,ga,primary
20120731__ga__primary__newton__precinct.csv,20120731,ga,primary
20120731__ga__primary__oconee__precinct.csv,20120731,ga,primary
20120731__ga__primary__oppenheimer__precinct.csv,20120731,ga,primary
20120731__ga__primary__paulding__precinct.csv,20120731,ga,primary
20120731__ga__primary__peach__precinct.csv,20120731,ga,primary
20120731__ga__primary__pickens__precinct.csv,20120731,ga,primary
20120731__ga__primary__pierce__precinct.csv,20120731,ga,primary
20120731__ga__primary__pike__precinct.csv,20120731,ga,primary
20120731__ga__primary__polk__precinct.csv,20120731,ga,primary
20120731__ga__primary__pulaski__precinct.csv,20120731,ga,primary
20120731__ga__primary__putnam__precinct.csv,20120731,ga,primary
20120731__ga__primary__quitman__precinct.csv,20120731,ga,primary
20120731__ga__primary__rabun__precinct.csv,20120731,ga,primary
20120731__ga__primary__randolph__precinct.csv,20120731,ga,primary
20120731__ga__primary__richmond__precinct.csv,20120731,ga,primary
20120731__ga__primary__rockdale__precinct.csv,20120731,ga,primary
20120731__ga__primary__schley__precinct.csv,20120731,ga,primary
20120731__ga__primary__screven__precinct.csv,20120731,ga,primary
20120731__ga__primary__seminole__precinct.csv,20120731,ga,primary
20120731__ga__primary__spalding__precinct.csv,20120731,ga,primary
20120731__ga__primary__stephens__precinct.csv,20120731,ga,primary
20120731__ga__primary__stewart__precinct.csv,20120731,ga,primary
20120731__ga__primary__sumter__precinct.csv,20120731,ga,primary
20120731__ga__primary__talbot__precinct.csv,20120731,ga,primary
20120731__ga__primary__taliaferro__precinct.csv,20120731,ga,primary
20120731__ga__primary__tattnall__precinct.csv,20120731,ga,primary
20120731__ga__primary__taylor__precinct.csv,20120731,ga,primary
20120731__ga__primary__telfair__precinct.csv,20120731,ga,primary
20120731__ga__primary__terrell__precinct.csv,20120731,ga,primary
20120731__ga__primary__thomas__precinct.csv,20120731,ga,primary
20120731__ga__primary__tift__precinct.csv,20120731,ga,primary
20120731__ga__primary__toombs__precinct.csv,20120731,ga,primary
20120731__ga__primary__towns__precinct.csv,20120731,ga,primary
20120731__ga__primary__treutlen__precinct.csv,20120731,ga,primary
20120731__ga__primary__troup__precinct.csv,20120731,ga,primary
20120731__ga__primary__turner__precinct.csv,20120731,ga,primary
20120731__ga__primary__twiggs__precinct.csv,20120731,ga,primary
20120731__ga__primary__union__precinct.csv,20120731,ga,primary
20120731__ga__primary__upson__precinct.csv,20120731,ga,primary
20120731__ga__primary__walker__precinct.csv,20120731,ga,primary
20120731__ga__primary__walton__precinct.csv,20120731,ga,primary
20120731__ga__primary__ware__precinct.csv,20120731,ga,primary
20120731__ga__primary__warren__precinct.csv,20120731,ga,primary
20120731__ga__primary__washington__precinct.csv,20120731,ga,primary
20120731__ga__primary__wayne__precinct.csv,20120731,ga,primary
20120731__ga__primary__webster__precinct.csv,20120731,ga,primary
20120731__ga__primary__wheeler__precinct.csv,20120731,ga,primary
20120731__ga__primary__white__precinct.csv,20120731,ga,primary
20120731__ga__primary__whitfield__precinct.csv,20120731,ga,primary
20120731__ga__primary__wilcox__precinct.csv,20120731,ga,primary
20120731__ga__primary__wilkes__precinct.csv,20120731,ga,primary
20120731__ga__primary__wilkinson__precinct.csv,20120731,ga,primary
20120731__ga__primary__worth__precinct.csv,20120731,ga,primary
20120821__ga__primary__runoff.csv,20120821,ga,primary
20120821__ga__primary__runoff__appling__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__bacon__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__baker__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__baldwin__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__banks__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__bartow__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__bibb__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__brantley__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__bulloch__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__burke__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__calhoun__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__camden__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__candler__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__carroll__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__catoosa__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__chatham__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__chattahoochee__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__chattooga__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__cherokee__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__clarke__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__clay__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__clayton__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__clinch__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__cobb__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__coffee__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__columbia__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__crawford__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__crisp__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__dade__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__dawson__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__decatur__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__dekalb__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__dooly__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__dougherty__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__douglas__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__early__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__effingham__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__elbert__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__emanuel__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__evans__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__fannin__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__fayette__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__forsyth__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__franklin__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__fulton__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__gilmer__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__glynn__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__gordon__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__grady__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__gwinnett__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__habersham__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__hall__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__hancock__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__haralson__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__harris__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__hart__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__heard__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__henry__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__houston__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__irwin__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__jackson__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__jasper__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__jeff_davis__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__jefferson__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__jenkins__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__johnson__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__jones__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__lamar__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__laurens__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__lee__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__lowndes__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__lumpkin__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__macon__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__madison__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__marion__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__mcintosh__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__miller__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__mitchell__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__montgomery__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__morgan__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__murray__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__muscogee__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__newton__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__paulding__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__peach__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__pickens__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__pierce__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__pike__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__polk__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__quitman__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__rabun__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__randolph__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__richmond__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__rockdale__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__schley__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__screven__precinct.csv,20120821,ga,primary
20120821__ga__primary__runoff__seminole__precinct.csv,20120821,ga,primary
